year,source,metric,value_tonnes
1703,castaneda_2013,stock_upper,2980.4
1704,castaneda_2013,production_tonnes,12.82
1704,castaneda_2013,stock_lower,2727.18
1704,castaneda_2013,stock_upper,2993.2
1705,castaneda_2013,production_tonnes,12.82
1705,castaneda_2013,stock_lower,2740
1705,castaneda_2013,stock_upper,3006
1706,castaneda_2013,production_tonnes,12.82
1706,castaneda_2013,stock_lower,2752.82
1706,castaneda_2013,stock_upper,3018.8
1707,castaneda_2013,production_tonnes,12.82
1707,castaneda_2013,stock_lower,2765.64
1707,castaneda_2013,stock_upper,3031.6
1708,castaneda_2013,production_tonnes,12.82
1708,castaneda_2013,stock_lower,2778.46
1708,castaneda_2013,stock_upper,3044.5
1709,castaneda_2013,production_tonnes,12.82
1709,castaneda_2013,stock_lower,2791.28
1709,castaneda_2013,stock_upper,3057.3
1710,castaneda_2013,production_tonnes,12.82
1710,castaneda_2013,stock_lower,2804.1
1710,castaneda_2013,stock_upper,3070.1
1711,castaneda_2013,production_tonnes,12.82
1711,castaneda_2013,stock_lower,2816.92
1711,castaneda_2013,stock_upper,3082.9
1712,castaneda_2013,production_tonnes,12.82
1712,castaneda_2013,stock_lower,2829.74
1712,castaneda_2013,stock_upper,3095.7
1713,castaneda_2013,production_tonnes,12.82
1713,castaneda_2013,stock_lower,2842.56
1713,castaneda_2013,stock_upper,3108.6
1714,castaneda_2013,production_tonnes,12.82
1714,castaneda_2013,stock_lower,2855.38
1714,castaneda_2013,stock_upper,3121.4
1715,castaneda_2013,production_tonnes,12.82
1715,castaneda_2013,stock_lower,2868.2
1715,castaneda_2013,stock_upper,3134.2
1716,castaneda_2013,production_tonnes,12.82
1716,castaneda_2013,stock_lower,2881.01
1716,castaneda_2013,stock_upper,3147
1717,castaneda_2013,production_tonnes,12.82
1717,castaneda_2013,stock_lower,2893.83
1717,castaneda_2013,stock_upper,3159.8
1718,castaneda_2013,production_tonnes,12.82
1718,castaneda_2013,stock_lower,2906.65
1718,castaneda_2013,stock_upper,3172.7
1719,castaneda_2013,production_tonnes,12.82
1719,castaneda_2013,stock_lower,2919.47
1719,castaneda_2013,stock_upper,3185.5
1720,castaneda_2013,production_tonnes,12.82
1720,castaneda_2013,stock_lower,2932.29
1720,castaneda_2013,stock_upper,3198.3
1721,castaneda_2013,production_tonnes,19.08
1721,castaneda_2013,stock_lower,2951.37
1721,castaneda_2013,stock_upper,3217.4
1722,castaneda_2013,production_tonnes,19.08
1722,castaneda_2013,stock_lower,2970.45
1722,castaneda_2013,stock_upper,3236.5
1723,castaneda_2013,production_tonnes,19.08
1723,castaneda_2013,stock_lower,2989.53
1723,castaneda_2013,stock_upper,3255.5
1724,castaneda_2013,production_tonnes,19.08
1724,castaneda_2013,stock_lower,3008.61
1724,castaneda_2013,stock_upper,3274.6
1725,castaneda_2013,production_tonnes,19.08
1725,castaneda_2013,stock_lower,3027.69
1725,castaneda_2013,stock_upper,3293.7
1726,castaneda_2013,production_tonnes,19.08
1726,castaneda_2013,stock_lower,3046.77
1726,castaneda_2013,stock_upper,3312.8
1727,castaneda_2013,production_tonnes,19.08
1727,castaneda_2013,stock_lower,3065.85
1727,castaneda_2013,stock_upper,3331.9
1728,castaneda_2013,production_tonnes,19.08
1728,castaneda_2013,stock_lower,3084.93
1728,castaneda_2013,stock_upper,3350.9
1729,castaneda_2013,production_tonnes,19.08
1729,castaneda_2013,stock_lower,3104.01
1729,castaneda_2013,stock_upper,3370
1730,castaneda_2013,production_tonnes,19.08
1730,castaneda_2013,stock_lower,3123.09
1730,castaneda_2013,stock_upper,3389.1
1731,castaneda_2013,production_tonnes,19.08
1731,castaneda_2013,stock_lower,3142.17
1731,castaneda_2013,stock_upper,3408.2
1732,castaneda_2013,production_tonnes,19.08
1732,castaneda_2013,stock_lower,3161.25
1732,castaneda_2013,stock_upper,3427.3
1733,castaneda_2013,production_tonnes,19.08
1733,castaneda_2013,stock_lower,3180.33
1733,castaneda_2013,stock_upper,3446.3
1734,castaneda_2013,production_tonnes,19.08
1734,castaneda_2013,stock_lower,3199.41
1734,castaneda_2013,stock_upper,3465.4
1735,castaneda_2013,production_tonnes,19.08
1735,castaneda_2013,stock_lower,3218.49
1735,castaneda_2013,stock_upper,3484.5
1736,castaneda_2013,production_tonnes,19.08
1736,castaneda_2013,stock_lower,3237.57
1736,castaneda_2013,stock_upper,3503.6
1737,castaneda_2013,production_tonnes,19.08
1737,castaneda_2013,stock_lower,3256.65
1737,castaneda_2013,stock_upper,3522.7
1738,castaneda_2013,production_tonnes,19.08
1738,castaneda_2013,stock_lower,3275.73
1738,castaneda_2013,stock_upper,3541.7
1739,castaneda_2013,production_tonnes,19.08
1739,castaneda_2013,stock_lower,3294.81
1739,castaneda_2013,stock_upper,3560.8
1740,castaneda_2013,production_tonnes,19.08
1740,castaneda_2013,stock_lower,3313.89
1740,castaneda_2013,stock_upper,3579.9
1741,castaneda_2013,production_tonnes,24.61
1741,castaneda_2013,stock_lower,3338.5
1741,castaneda_2013,stock_upper,3604.5
1742,castaneda_2013,production_tonnes,24.61
1742,castaneda_2013,stock_lower,3363.11
1742,castaneda_2013,stock_upper,3629.1
1743,castaneda_2013,production_tonnes,24.61
1743,castaneda_2013,stock_lower,3387.72
1743,castaneda_2013,stock_upper,3653.7
1744,castaneda_2013,production_tonnes,24.61
1744,castaneda_2013,stock_lower,3412.33
1744,castaneda_2013,stock_upper,3678.3
1745,castaneda_2013,production_tonnes,24.61
1745,castaneda_2013,stock_lower,3436.94
1745,castaneda_2013,stock_upper,3702.9
1746,castaneda_2013,production_tonnes,24.61
1746,castaneda_2013,stock_lower,3461.55
1746,castaneda_2013,stock_upper,3727.6
1747,castaneda_2013,production_tonnes,24.61
1747,castaneda_2013,stock_lower,3486.16
1747,castaneda_2013,stock_upper,3752.2
1748,castaneda_2013,production_tonnes,24.61
1748,castaneda_2013,stock_lower,3510.77
1748,castaneda_2013,stock_upper,3776.8
1749,castaneda_2013,production_tonnes,24.61
1749,castaneda_2013,stock_lower,3535.38
1749,castaneda_2013,stock_upper,3801.4
1750,castaneda_2013,production_tonnes,24.61
1750,castaneda_2013,stock_lower,3559.99
1750,castaneda_2013,stock_upper,3826
1751,castaneda_2013,production_tonnes,24.61
1751,castaneda_2013,stock_lower,3584.6
1751,castaneda_2013,stock_upper,3850.6
1752,castaneda_2013,production_tonnes,24.61
1752,castaneda_2013,stock_lower,3609.21
1752,castaneda_2013,stock_upper,3875.2
1753,castaneda_2013,production_tonnes,24.61
1753,castaneda_2013,stock_lower,3633.82
1753,castaneda_2013,stock_upper,3899.8
1754,castaneda_2013,production_tonnes,24.61
1754,castaneda_2013,stock_lower,3658.43
1754,castaneda_2013,stock_upper,3924.4
1755,castaneda_2013,production_tonnes,24.61
1755,castaneda_2013,stock_lower,3683.04
1755,castaneda_2013,stock_upper,3949
1756,castaneda_2013,production_tonnes,24.61
1756,castaneda_2013,stock_lower,3707.65
1756,castaneda_2013,stock_upper,3973.7
1757,castaneda_2013,production_tonnes,24.61
1757,castaneda_2013,stock_lower,3732.26
1757,castaneda_2013,stock_upper,3998.3
1758,castaneda_2013,production_tonnes,24.61
1758,castaneda_2013,stock_lower,3756.87
1758,castaneda_2013,stock_upper,4022.9
1759,castaneda_2013,production_tonnes,24.61
1759,castaneda_2013,stock_lower,3781.48
1759,castaneda_2013,stock_upper,4047.5
1760,castaneda_2013,production_tonnes,24.61
1760,castaneda_2013,stock_lower,3806.09
1760,castaneda_2013,stock_upper,4072.1
1761,castaneda_2013,production_tonnes,20.7
1761,castaneda_2013,stock_lower,3826.8
1761,castaneda_2013,stock_upper,4092.8
1762,castaneda_2013,production_tonnes,20.7
1762,castaneda_2013,stock_lower,3847.5
1762,castaneda_2013,stock_upper,4113.5
1763,castaneda_2013,production_tonnes,20.7
1763,castaneda_2013,stock_lower,3868.21
1763,castaneda_2013,stock_upper,4134.2
1764,castaneda_2013,production_tonnes,20.7
1764,castaneda_2013,stock_lower,3888.91
1764,castaneda_2013,stock_upper,4154.9
1765,castaneda_2013,production_tonnes,20.7
1765,castaneda_2013,stock_lower,3909.62
1765,castaneda_2013,stock_upper,4175.6
1766,castaneda_2013,production_tonnes,20.7
1766,castaneda_2013,stock_lower,3930.32
1766,castaneda_2013,stock_upper,4196.3
1767,castaneda_2013,production_tonnes,20.7
1767,castaneda_2013,stock_lower,3951.03
1767,castaneda_2013,stock_upper,4217
1768,castaneda_2013,production_tonnes,20.7
1768,castaneda_2013,stock_lower,3971.73
1768,castaneda_2013,stock_upper,4237.7
1769,castaneda_2013,production_tonnes,20.7
1769,castaneda_2013,stock_lower,3992.44
1769,castaneda_2013,stock_upper,4258.4
1770,castaneda_2013,production_tonnes,20.7
1770,castaneda_2013,stock_lower,4013.14
1770,castaneda_2013,stock_upper,4279.1
1771,castaneda_2013,production_tonnes,20.7
1771,castaneda_2013,stock_lower,4033.85
1771,castaneda_2013,stock_upper,4299.8
1772,castaneda_2013,production_tonnes,20.7
1772,castaneda_2013,stock_lower,4054.55
1772,castaneda_2013,stock_upper,4320.6
1773,castaneda_2013,production_tonnes,20.7
1773,castaneda_2013,stock_lower,4075.26
1773,castaneda_2013,stock_upper,4341.3
1774,castaneda_2013,production_tonnes,20.7
1774,castaneda_2013,stock_lower,4095.96
1774,castaneda_2013,stock_upper,4362
1775,castaneda_2013,production_tonnes,20.7
1775,castaneda_2013,stock_lower,4116.67
1775,castaneda_2013,stock_upper,4382.7
1776,castaneda_2013,production_tonnes,20.7
1776,castaneda_2013,stock_lower,4137.37
1776,castaneda_2013,stock_upper,4403.4
1777,castaneda_2013,production_tonnes,20.7
1777,castaneda_2013,stock_lower,4158.08
1777,castaneda_2013,stock_upper,4424.1
1778,castaneda_2013,production_tonnes,20.7
1778,castaneda_2013,stock_lower,4178.78
1778,castaneda_2013,stock_upper,4444.8
1779,castaneda_2013,production_tonnes,20.7
1779,castaneda_2013,stock_lower,4199.49
1779,castaneda_2013,stock_upper,4465.5
1780,castaneda_2013,production_tonnes,20.7
1780,castaneda_2013,stock_lower,4220.19
1780,castaneda_2013,stock_upper,4486.2
1781,castaneda_2013,production_tonnes,17.79
1781,castaneda_2013,stock_lower,4237.98
1781,castaneda_2013,stock_upper,4504
1782,castaneda_2013,production_tonnes,17.79
1782,castaneda_2013,stock_lower,4255.77
1782,castaneda_2013,stock_upper,4521.8
1783,castaneda_2013,production_tonnes,17.79
1783,castaneda_2013,stock_lower,4273.56
1783,castaneda_2013,stock_upper,4539.6
1784,castaneda_2013,production_tonnes,17.79
1784,castaneda_2013,stock_lower,4291.35
1784,castaneda_2013,stock_upper,4557.4
1785,castaneda_2013,production_tonnes,17.79
1785,castaneda_2013,stock_lower,4309.14
1785,castaneda_2013,stock_upper,4575.1
1786,castaneda_2013,production_tonnes,17.79
1786,castaneda_2013,stock_lower,4326.93
1786,castaneda_2013,stock_upper,4592.9
1787,castaneda_2013,production_tonnes,17.79
1787,castaneda_2013,stock_lower,4344.72
1787,castaneda_2013,stock_upper,4610.7
1788,castaneda_2013,production_tonnes,17.79
1788,castaneda_2013,stock_lower,4362.51
1788,castaneda_2013,stock_upper,4628.5
1789,castaneda_2013,production_tonnes,17.79
1789,castaneda_2013,stock_lower,4380.3
1789,castaneda_2013,stock_upper,4646.3
1790,castaneda_2013,production_tonnes,17.79
1790,castaneda_2013,stock_lower,4398.09
1790,castaneda_2013,stock_upper,4664.1
1791,castaneda_2013,production_tonnes,17.79
1791,castaneda_2013,stock_lower,4415.88
1791,castaneda_2013,stock_upper,4681.9
1792,castaneda_2013,production_tonnes,17.79
1792,castaneda_2013,stock_lower,4433.67
1792,castaneda_2013,stock_upper,4699.7
1793,castaneda_2013,production_tonnes,17.79
1793,castaneda_2013,stock_lower,4451.46
1793,castaneda_2013,stock_upper,4717.5
1794,castaneda_2013,production_tonnes,17.79
1794,castaneda_2013,stock_lower,4469.25
1794,castaneda_2013,stock_upper,4735.3
1795,castaneda_2013,production_tonnes,17.79
1795,castaneda_2013,stock_lower,4487.04
1795,castaneda_2013,stock_upper,4753
1796,castaneda_2013,production_tonnes,17.79
1796,castaneda_2013,stock_lower,4504.83
1796,castaneda_2013,stock_upper,4770.8
1797,castaneda_2013,production_tonnes,17.79
1797,castaneda_2013,stock_lower,4522.62
1797,castaneda_2013,stock_upper,4788.6
1798,castaneda_2013,production_tonnes,17.79
1798,castaneda_2013,stock_lower,4540.41
1798,castaneda_2013,stock_upper,4806.4
1799,castaneda_2013,production_tonnes,17.79
1799,castaneda_2013,stock_lower,4558.2
1799,castaneda_2013,stock_upper,4824.2
1800,castaneda_2013,production_tonnes,17.79
1800,castaneda_2013,stock_lower,4575.99
1800,castaneda_2013,stock_upper,4842
1801,castaneda_2013,production_tonnes,17.78
1801,castaneda_2013,stock_lower,4593.77
1801,castaneda_2013,stock_upper,4859.8
1802,castaneda_2013,production_tonnes,17.78
1802,castaneda_2013,stock_lower,4611.55
1802,castaneda_2013,stock_upper,4877.5
1803,castaneda_2013,production_tonnes,17.78
1803,castaneda_2013,stock_lower,4629.32
1803,castaneda_2013,stock_upper,4895.3
1804,castaneda_2013,production_tonnes,17.78
1804,castaneda_2013,stock_lower,4647.1
1804,castaneda_2013,stock_upper,4913.1
1805,castaneda_2013,production_tonnes,17.78
1805,castaneda_2013,stock_lower,4664.88
1805,castaneda_2013,stock_upper,4930.9
1806,castaneda_2013,production_tonnes,17.78
1806,castaneda_2013,stock_lower,4682.66
1806,castaneda_2013,stock_upper,4948.7
1807,castaneda_2013,production_tonnes,17.78
1807,castaneda_2013,stock_lower,4700.44
1807,castaneda_2013,stock_upper,4966.4
1808,castaneda_2013,production_tonnes,17.78
1808,castaneda_2013,stock_lower,4718.21
1808,castaneda_2013,stock_upper,4984.2
1809,castaneda_2013,production_tonnes,17.78
1809,castaneda_2013,stock_lower,4735.99
1809,castaneda_2013,stock_upper,5002
1810,castaneda_2013,production_tonnes,17.78
1810,castaneda_2013,stock_lower,4753.77
1810,castaneda_2013,stock_upper,5019.8
1811,castaneda_2013,production_tonnes,11.44
1811,castaneda_2013,stock_lower,4765.22
1811,castaneda_2013,stock_upper,5031.2
1812,castaneda_2013,production_tonnes,11.44
1812,castaneda_2013,stock_lower,4776.66
1812,castaneda_2013,stock_upper,5042.7
1813,castaneda_2013,production_tonnes,11.44
1813,castaneda_2013,stock_lower,4788.11
1813,castaneda_2013,stock_upper,5054.1
1814,castaneda_2013,production_tonnes,11.44
1814,castaneda_2013,stock_lower,4799.55
1814,castaneda_2013,stock_upper,5065.6
1815,castaneda_2013,production_tonnes,11.44
1815,castaneda_2013,stock_lower,4811
1815,castaneda_2013,stock_upper,5077
1816,castaneda_2013,production_tonnes,11.44
1816,castaneda_2013,stock_lower,4822.44
1816,castaneda_2013,stock_upper,5088.4
1817,castaneda_2013,production_tonnes,11.44
1817,castaneda_2013,stock_lower,4833.88
1817,castaneda_2013,stock_upper,5099.9
1818,castaneda_2013,production_tonnes,11.44
1818,castaneda_2013,stock_lower,4845.33
1818,castaneda_2013,stock_upper,5111.3
1819,castaneda_2013,production_tonnes,11.44
1819,castaneda_2013,stock_lower,4856.77
1819,castaneda_2013,stock_upper,5122.8
1820,castaneda_2013,production_tonnes,11.44
1820,castaneda_2013,stock_lower,4868.22
1820,castaneda_2013,stock_upper,5134.2
1821,castaneda_2013,production_tonnes,14.22
1821,castaneda_2013,stock_lower,4882.44
1821,castaneda_2013,stock_upper,5148.4
1822,castaneda_2013,production_tonnes,14.22
1822,castaneda_2013,stock_lower,4896.65
1822,castaneda_2013,stock_upper,5162.7
1823,castaneda_2013,production_tonnes,14.22
1823,castaneda_2013,stock_lower,4910.87
1823,castaneda_2013,stock_upper,5176.9
1824,castaneda_2013,production_tonnes,14.22
1824,castaneda_2013,stock_lower,4925.08
1824,castaneda_2013,stock_upper,5191.1
1825,castaneda_2013,production_tonnes,14.22
1825,castaneda_2013,stock_lower,4939.3
1825,castaneda_2013,stock_upper,5205.3
1826,castaneda_2013,production_tonnes,14.22
1826,castaneda_2013,stock_lower,4953.52
1826,castaneda_2013,stock_upper,5219.5
1827,castaneda_2013,production_tonnes,14.22
1827,castaneda_2013,stock_lower,4967.73
1827,castaneda_2013,stock_upper,5233.7
1828,castaneda_2013,production_tonnes,14.22
1828,castaneda_2013,stock_lower,4981.95
1828,castaneda_2013,stock_upper,5247.9
1829,castaneda_2013,production_tonnes,14.22
1829,castaneda_2013,stock_lower,4996.16
1829,castaneda_2013,stock_upper,5262.2
1830,castaneda_2013,production_tonnes,14.22
1830,castaneda_2013,stock_lower,5010.38
1830,castaneda_2013,stock_upper,5276.4
1831,castaneda_2013,production_tonnes,20.29
1831,castaneda_2013,stock_lower,5030.67
1831,castaneda_2013,stock_upper,5296.7
1832,castaneda_2013,production_tonnes,20.29
1832,castaneda_2013,stock_lower,5050.96
1832,castaneda_2013,stock_upper,5317
1833,castaneda_2013,production_tonnes,20.29
1833,castaneda_2013,stock_lower,5071.25
1833,castaneda_2013,stock_upper,5337.2
1834,castaneda_2013,production_tonnes,20.29
1834,castaneda_2013,stock_lower,5091.54
1834,castaneda_2013,stock_upper,5357.5
1835,castaneda_2013,production_tonnes,20.29
1835,castaneda_2013,stock_lower,5111.82
1835,castaneda_2013,stock_upper,5377.8
1836,castaneda_2013,production_tonnes,20.29
1836,castaneda_2013,stock_lower,5132.11
1836,castaneda_2013,stock_upper,5398.1
1837,castaneda_2013,production_tonnes,20.29
1837,castaneda_2013,stock_lower,5152.4
1837,castaneda_2013,stock_upper,5418.4
1838,castaneda_2013,production_tonnes,20.29
1838,castaneda_2013,stock_lower,5172.69
1838,castaneda_2013,stock_upper,5438.7
1839,castaneda_2013,production_tonnes,20.29
1839,castaneda_2013,stock_lower,5192.98
1839,castaneda_2013,stock_upper,5459
1840,castaneda_2013,production_tonnes,20.29
1840,castaneda_2013,stock_lower,5213.27
1840,castaneda_2013,stock_upper,5479.3
1841,castaneda_2013,production_tonnes,54.76
1841,castaneda_2013,stock_lower,5268.03
1841,castaneda_2013,stock_upper,5534
1842,castaneda_2013,production_tonnes,54.76
1842,castaneda_2013,stock_lower,5322.79
1842,castaneda_2013,stock_upper,5588.8
1843,castaneda_2013,production_tonnes,54.76
1843,castaneda_2013,stock_lower,5377.55
1843,castaneda_2013,stock_upper,5643.5
1844,castaneda_2013,production_tonnes,54.76
1844,castaneda_2013,stock_lower,5432.3
1844,castaneda_2013,stock_upper,5698.3
1845,castaneda_2013,production_tonnes,54.76
1845,castaneda_2013,stock_lower,5487.06
1845,castaneda_2013,stock_upper,5753.1
1846,castaneda_2013,production_tonnes,54.76
1846,castaneda_2013,stock_lower,5541.82
1846,castaneda_2013,stock_upper,5807.8
1847,castaneda_2013,production_tonnes,54.76
1847,castaneda_2013,stock_lower,5596.58
1847,castaneda_2013,stock_upper,5862.6
1848,castaneda_2013,production_tonnes,54.76
1848,castaneda_2013,stock_lower,5651.34
1848,castaneda_2013,stock_upper,5917.3
1849,castaneda_2013,production_tonnes,54.76
1849,castaneda_2013,stock_lower,5706.1
1849,castaneda_2013,stock_upper,5972.1
1850,castaneda_2013,production_tonnes,54.76
1850,castaneda_2013,stock_lower,5760.86
1850,castaneda_2013,stock_upper,6026.9
1851,castaneda_2013,production_tonnes,199.39
1851,castaneda_2013,stock_lower,5960.24
1851,castaneda_2013,stock_upper,6226.2
1852,castaneda_2013,production_tonnes,199.39
1852,castaneda_2013,stock_lower,6159.63
1852,castaneda_2013,stock_upper,6425.6
1853,castaneda_2013,production_tonnes,199.39
1853,castaneda_2013,stock_lower,6359.02
1853,castaneda_2013,stock_upper,6625
1854,castaneda_2013,production_tonnes,199.39
1854,castaneda_2013,stock_lower,6558.41
1854,castaneda_2013,stock_upper,6824.4
1855,castaneda_2013,production_tonnes,199.39
1855,castaneda_2013,stock_lower,6757.79
1855,castaneda_2013,stock_upper,7023.8
1856,castaneda_2013,production_tonnes,201.75
1856,castaneda_2013,stock_lower,6959.54
1856,castaneda_2013,stock_upper,7225.5
1857,castaneda_2013,production_tonnes,201.75
1857,castaneda_2013,stock_lower,7161.29
1857,castaneda_2013,stock_upper,7427.3
1858,castaneda_2013,production_tonnes,201.75
1858,castaneda_2013,stock_lower,7363.04
1858,castaneda_2013,stock_upper,7629
1859,castaneda_2013,production_tonnes,201.75
1859,castaneda_2013,stock_lower,7564.79
1859,castaneda_2013,stock_upper,7830.8
1860,castaneda_2013,production_tonnes,201.75
1860,castaneda_2013,stock_lower,7766.54
1860,castaneda_2013,stock_upper,8032.5
1861,castaneda_2013,production_tonnes,185.06
1861,castaneda_2013,stock_lower,7951.6
1861,castaneda_2013,stock_upper,8217.6
1862,castaneda_2013,production_tonnes,185.06
1862,castaneda_2013,stock_lower,8136.65
1862,castaneda_2013,stock_upper,8402.7
1863,castaneda_2013,production_tonnes,185.06
1863,castaneda_2013,stock_lower,8321.71
1863,castaneda_2013,stock_upper,8587.7
1864,castaneda_2013,production_tonnes,185.06
1864,castaneda_2013,stock_lower,8506.77
1864,castaneda_2013,stock_upper,8772.8
1865,castaneda_2013,production_tonnes,185.06
1865,castaneda_2013,stock_lower,8691.82
1865,castaneda_2013,stock_upper,8957.8
1866,castaneda_2013,production_tonnes,195.03
1866,castaneda_2013,stock_lower,8886.85
1866,castaneda_2013,stock_upper,9152.8
1867,castaneda_2013,production_tonnes,195.03
1867,castaneda_2013,stock_lower,9081.87
1867,castaneda_2013,stock_upper,9347.9
1868,castaneda_2013,production_tonnes,195.03
1868,castaneda_2013,stock_lower,9276.9
1868,castaneda_2013,stock_upper,9542.9
1869,castaneda_2013,production_tonnes,195.03
1869,castaneda_2013,stock_lower,9471.93
1869,castaneda_2013,stock_upper,9737.9
1870,castaneda_2013,production_tonnes,195.03
1870,castaneda_2013,stock_lower,9666.95
1870,castaneda_2013,stock_upper,9933
1871,castaneda_2013,production_tonnes,173.9
1871,castaneda_2013,stock_lower,9840.85
1871,castaneda_2013,stock_upper,10106.9
1872,castaneda_2013,production_tonnes,173.9
1872,castaneda_2013,stock_lower,10014.76
1872,castaneda_2013,stock_upper,10280.8
1873,castaneda_2013,production_tonnes,173.9
1873,castaneda_2013,stock_lower,10188.66
1873,castaneda_2013,stock_upper,10454.7
1874,castaneda_2013,production_tonnes,173.9
1874,castaneda_2013,stock_lower,10362.56
1874,castaneda_2013,stock_upper,10628.6
1875,castaneda_2013,production_tonnes,173.9
1875,castaneda_2013,stock_lower,10536.47
1875,castaneda_2013,stock_upper,10802.5
1876,castaneda_2013,production_tonnes,165.96
1876,castaneda_2013,stock_lower,10702.42
1876,castaneda_2013,stock_upper,10968.4
1877,castaneda_2013,production_tonnes,179.44
1877,castaneda_2013,stock_lower,10881.87
1877,castaneda_2013,stock_upper,11147.9
1878,castaneda_2013,production_tonnes,185.85
1878,castaneda_2013,stock_lower,11067.71
1878,castaneda_2013,stock_upper,11333.7
1879,castaneda_2013,production_tonnes,167.31
1879,castaneda_2013,stock_lower,11235.02
1879,castaneda_2013,stock_upper,11501
1880,castaneda_2013,production_tonnes,163.51
1880,castaneda_2013,stock_lower,11398.54
1880,castaneda_2013,stock_upper,11664.5
1881,castaneda_2013,production_tonnes,160.68
1881,castaneda_2013,stock_lower,11559.21
1881,castaneda_2013,stock_upper,11825.2
1882,castaneda_2013,production_tonnes,153.82
1882,castaneda_2013,stock_lower,11713.03
1882,castaneda_2013,stock_upper,11979
1883,castaneda_2013,production_tonnes,148.58
1883,castaneda_2013,stock_lower,11861.61
1883,castaneda_2013,stock_upper,12127.6
1884,castaneda_2013,production_tonnes,155.75
1884,castaneda_2013,stock_lower,12017.36
1884,castaneda_2013,stock_upper,12283.4
1885,castaneda_2013,production_tonnes,155.97
1885,castaneda_2013,stock_lower,12173.33
1885,castaneda_2013,stock_upper,12439.3
1886,castaneda_2013,production_tonnes,159.74
1886,castaneda_2013,stock_lower,12333.07
1886,castaneda_2013,stock_upper,12599.1
1887,castaneda_2013,production_tonnes,159.15
1887,castaneda_2013,stock_lower,12492.22
1887,castaneda_2013,stock_upper,12758.2
1888,castaneda_2013,production_tonnes,165.81
1888,castaneda_2013,stock_lower,12658.03
1888,castaneda_2013,stock_upper,12924
1889,castaneda_2013,production_tonnes,185.81
1889,castaneda_2013,stock_lower,12843.83
1889,castaneda_2013,stock_upper,13109.8
1890,castaneda_2013,production_tonnes,178.82
1890,castaneda_2013,stock_lower,13022.65
1890,castaneda_2013,stock_upper,13288.7
1891,castaneda_2013,production_tonnes,196.58
1891,castaneda_2013,stock_lower,13219.23
1891,castaneda_2013,stock_upper,13485.2
1892,castaneda_2013,production_tonnes,220.66
1892,castaneda_2013,stock_lower,13439.89
1892,castaneda_2013,stock_upper,13705.9
1893,castaneda_2013,production_tonnes,236.97
1893,castaneda_2013,stock_lower,13676.86
1893,castaneda_2013,stock_upper,13942.9
1894,castaneda_2013,production_tonnes,272.6
1894,castaneda_2013,stock_lower,13949.46
1894,castaneda_2013,stock_upper,14215.5
1895,castaneda_2013,production_tonnes,299.07
1895,castaneda_2013,stock_lower,14248.53
1895,castaneda_2013,stock_upper,14514.5
1896,castaneda_2013,production_tonnes,304.31
1896,castaneda_2013,stock_lower,14552.84
1896,castaneda_2013,stock_upper,14818.8
1897,castaneda_2013,production_tonnes,355.2
1897,castaneda_2013,stock_lower,14908.04
1897,castaneda_2013,stock_upper,15174
1898,castaneda_2013,production_tonnes,417.41
1898,castaneda_2013,stock_lower,15325.45
1898,castaneda_2013,stock_upper,15591.5
1899,castaneda_2013,production_tonnes,461.51
1899,castaneda_2013,stock_lower,15786.96
1899,castaneda_2013,stock_upper,16053
1900,castaneda_2013,production_tonnes,383.04
1900,castaneda_2013,stock_lower,16170
1900,castaneda_2013,stock_upper,16436
1901,castaneda_2013,production_tonnes,392.7
1901,castaneda_2013,stock_lower,16562.7
1901,castaneda_2013,stock_upper,16828.7
1902,castaneda_2013,production_tonnes,446.48
1902,castaneda_2013,stock_lower,17009.18
1902,castaneda_2013,stock_upper,17275.2
1903,castaneda_2013,production_tonnes,493.07
1903,castaneda_2013,stock_lower,17502.25
1903,castaneda_2013,stock_upper,17768.2
1904,castaneda_2013,production_tonnes,522.67
1904,castaneda_2013,stock_lower,18024.92
1904,castaneda_2013,stock_upper,18290.9
1905,castaneda_2013,production_tonnes,572.19
1905,castaneda_2013,stock_lower,18597.11
1905,castaneda_2013,stock_upper,18863.1
1906,castaneda_2013,production_tonnes,605.88
1906,castaneda_2013,stock_lower,19202.99
1906,castaneda_2013,stock_upper,19469
1907,castaneda_2013,production_tonnes,621.43
1907,castaneda_2013,stock_lower,19824.42
1907,castaneda_2013,stock_upper,20090.4
1908,castaneda_2013,production_tonnes,666.79
1908,castaneda_2013,stock_lower,20491.22
1908,castaneda_2013,stock_upper,20757.2
1909,castaneda_2013,production_tonnes,682.99
1909,castaneda_2013,stock_lower,21174.21
1909,castaneda_2013,stock_upper,21440.2
1910,castaneda_2013,production_tonnes,684.94
1910,castaneda_2013,stock_lower,21859.14
1910,castaneda_2013,stock_upper,22125.1
1911,castaneda_2013,production_tonnes,695.3
1911,castaneda_2013,stock_lower,22554.45
1911,castaneda_2013,stock_upper,22820.4
1912,castaneda_2013,production_tonnes,701.14
1912,castaneda_2013,stock_lower,23255.58
1912,castaneda_2013,stock_upper,23521.6
1913,castaneda_2013,production_tonnes,713.45
1913,castaneda_2013,stock_lower,23969.03
1913,castaneda_2013,stock_upper,24235
1914,castaneda_2013,production_tonnes,679.1
1914,castaneda_2013,stock_lower,24648.14
1914,castaneda_2013,stock_upper,24914.1
1915,castaneda_2013,production_tonnes,710.86
1915,castaneda_2013,stock_lower,25358.99
1915,castaneda_2013,stock_upper,25625
1916,castaneda_2013,production_tonnes,677.81
