year,country,production_tonnes,source,source_priority
1966,El Salvador,0.0066904874516,CLIO,1
1967,El Salvador,0.0190792290463,CLIO,1
1968,El Salvador,0.0455396145232,CLIO,1
1969,El Salvador,0.0455396145232,CLIO,1
1970,El Salvador,0.072,CLIO,1
1971,El Salvador,0.109,CLIO,1
1972,El Salvador,0.089,CLIO,1
1973,El Salvador,0.163,CLIO,1
1974,El Salvador,0.19,CLIO,1
1975,El Salvador,0.271,CLIO,1
1976,El Salvador,0.095,CLIO,1
1977,El Salvador,0.081,CLIO,1
1978,El Salvador,0.067,CLIO,1
1979,El Salvador,0.113,CLIO,1
1980,El Salvador,0.085,CLIO,1
1981,El Salvador,0.078,CLIO,1
1982,El Salvador,0.03,CLIO,1
1983,El Salvador,0.103,CLIO,1
1984,El Salvador,0.002,CLIO,1
1985,El Salvador,0.009,CLIO,1
1986,El Salvador,0.01,CLIO,1
1987,El Salvador,0.01,CLIO,1
1998,El Salvador,0.1,CLIO,1
1999,El Salvador,0.1,CLIO,1
2000,El Salvador,0.1,CLIO,1
1999,Equatorial Guinea,0.5,CLIO,1
2000,Equatorial Guinea,0.5,CLIO,1
2001,Equatorial Guinea,0.5,CLIO,1
2002,Equatorial Guinea,0.5,CLIO,1
2003,Equatorial Guinea,0.5,CLIO,1
2004,Equatorial Guinea,0.5,CLIO,1
2005,Equatorial Guinea,0.2,CLIO,1
2006,Equatorial Guinea,0.15,CLIO,1
2007,Equatorial Guinea,0.1,CLIO,1
2008,Equatorial Guinea,0.1,CLIO,1
1921,Eritrea,0.0137211691804,CLIO,1
1933,Eritrea,0.101179447944,CLIO,1
1934,Eritrea,0.2267961848,CLIO,1
1938,Eritrea,0.1417476155,CLIO,1
1939,Eritrea,0.38838846647,CLIO,1
1940,Eritrea,0.3401942772,CLIO,1
1941,Eritrea,0.01984466617,CLIO,1
1942,Eritrea,1.417476155e-4,CLIO,1
1943,Eritrea,0.002267961848,CLIO,1
1944,Eritrea,0.004819418927,CLIO,1
1945,Eritrea,0.0600726394489,CLIO,1
1946,Eritrea,0.0967002232941,CLIO,1
1947,Eritrea,0.100357311774,CLIO,1
1948,Eritrea,0.0635596307902,CLIO,1
1949,Eritrea,0.0635879803133,CLIO,1
1950,Eritrea,0.0314481259748,CLIO,1
1951,Eritrea,0.0191359280925,CLIO,1
1955,Eritrea,0.0045642732191,CLIO,1
1956,Eritrea,0.0911437167665,CLIO,1
1957,Eritrea,0.127601203473,CLIO,1
1958,Eritrea,0.182287433533,CLIO,1
1959,Eritrea,0.473947327186,CLIO,1
1960,Eritrea,0.145829946826,CLIO,1
1961,Eritrea,0.15674451322,CLIO,1
1962,Eritrea,0.0656291459765,CLIO,1
1963,Eritrea,0.06520390313,CLIO,1
1964,Eritrea,0.06520390313,CLIO,1
1996,Eritrea,0.098,CLIO,1
1997,Eritrea,0.612,CLIO,1
1998,Eritrea,0.6,CLIO,1
1999,Eritrea,0.5,CLIO,1
2000,Eritrea,0.3,CLIO,1
2001,Eritrea,0.1,CLIO,1
2003,Eritrea,0.009,CLIO,1
2004,Eritrea,0.033,CLIO,1
2008,Eritrea,0.032,CLIO,1
2009,Eritrea,0.03,CLIO,1
2010,Eritrea,0.03,CLIO,1
2011,Eritrea,11.788,CLIO,1
2012,Eritrea,9.735,CLIO,1
1933,Fiji,0.1,CLIO,1
1935,Fiji,0.2,CLIO,1
1936,Fiji,0.5,CLIO,1
1937,Fiji,0.8,CLIO,1
1938,Fiji,2.9,CLIO,1
1939,Fiji,3.4,CLIO,1
1940,Fiji,3.5,CLIO,1
1941,Fiji,3.7,CLIO,1
1942,Fiji,3.1,CLIO,1
1943,Fiji,1.9,CLIO,1
1944,Fiji,1.3,CLIO,1
1945,Fiji,3,CLIO,1
1946,Fiji,2.6,CLIO,1
1947,Fiji,4.2,CLIO,1
1948,Fiji,2.9,CLIO,1
1949,Fiji,3.2,CLIO,1
1950,Fiji,3.2,CLIO,1
1951,Fiji,3,CLIO,1
1952,Fiji,2.4,CLIO,1
1953,Fiji,2.4,CLIO,1
1954,Fiji,2.3,CLIO,1
1955,Fiji,2.3,CLIO,1
1956,Fiji,2.1,CLIO,1
1957,Fiji,2.3,CLIO,1
1958,Fiji,2.7,CLIO,1
1959,Fiji,2.3,CLIO,1
1960,Fiji,2.2,CLIO,1
1961,Fiji,2.6,CLIO,1
1962,Fiji,2.7,CLIO,1
1963,Fiji,3.3,CLIO,1
1964,Fiji,3.1,CLIO,1
1965,Fiji,3.4,CLIO,1
1966,Fiji,3.5,CLIO,1
1967,Fiji,3.5,CLIO,1
1968,Fiji,3.3,CLIO,1
1969,Fiji,2.8,CLIO,1
1970,Fiji,3.2,CLIO,1
1971,Fiji,2.8,CLIO,1
1972,Fiji,2.4,CLIO,1
1973,Fiji,2.5,CLIO,1
1974,Fiji,2.1,CLIO,1
1975,Fiji,2.1,CLIO,1
1976,Fiji,2,CLIO,1
1977,Fiji,1.5,CLIO,1
1978,Fiji,0.9,CLIO,1
1979,Fiji,0.9,CLIO,1
1980,Fiji,0.8,CLIO,1
1981,Fiji,1,CLIO,1
1982,Fiji,1.4,CLIO,1
1983,Fiji,1.2,CLIO,1
1984,Fiji,1.5,CLIO,1
1985,Fiji,1.9,CLIO,1
1986,Fiji,2.9,CLIO,1
1987,Fiji,2.9,CLIO,1
1988,Fiji,4.3,CLIO,1
1989,Fiji,4.2,CLIO,1
1990,Fiji,4.1,CLIO,1
1991,Fiji,2.7,CLIO,1
1992,Fiji,3.8,CLIO,1
1993,Fiji,3.8,CLIO,1
1994,Fiji,4.111,CLIO,1
1995,Fiji,3.5,CLIO,1
1996,Fiji,4.5,CLIO,1
1997,Fiji,4.7,CLIO,1
1998,Fiji,3.8,CLIO,1
1999,Fiji,4.4,CLIO,1
2000,Fiji,3.8,CLIO,1
2001,Fiji,3.9,CLIO,1
2002,Fiji,3.7,CLIO,1
2003,Fiji,3.5,CLIO,1
2004,Fiji,4,CLIO,1
2005,Fiji,2.8,CLIO,1
2006,Fiji,1.4,CLIO,1
2008,Fiji,0.7,CLIO,1
2009,Fiji,1.1,CLIO,1
2010,Fiji,1.903,CLIO,1
2011,Fiji,1.572,CLIO,1
2012,Fiji,1.439,CLIO,1
1935,Finland,0.131258291953,CLIO,1
1936,Finland,0.139451304129,CLIO,1
1937,Finland,0.113936733339,CLIO,1
1938,Finland,0.13607771088,CLIO,1
1939,Finland,0.0516528310882,CLIO,1
1942,Finland,0.0628792422358,CLIO,1
1943,Finland,0.202330546365,CLIO,1
1944,Finland,0.143108392609,CLIO,1
1945,Finland,0.0856722588082,CLIO,1
1946,Finland,0.207802004323,CLIO,1
1947,Finland,0.30169562483,CLIO,1
1948,Finland,0.320831552923,CLIO,1
1949,Finland,0.323666505233,CLIO,1
1950,Finland,0.185944522013,CLIO,1
1951,Finland,0.512247532894,CLIO,1
1952,Finland,0.559647935517,CLIO,1
1953,Finland,0.552333758557,CLIO,1
1954,Finland,0.481261504146,CLIO,1
1955,Finland,0.533197830465,CLIO,1
1956,Finland,0.51678345659,CLIO,1
1957,Finland,0.620712808274,CLIO,1
1958,Finland,0.627998635711,CLIO,1
1959,Finland,0.662641752939,CLIO,1
1960,Finland,0.576941144608,CLIO,1
1961,Finland,0.584255321568,CLIO,1
1962,Finland,0.432018382521,CLIO,1
1963,Finland,0.57878386361,CLIO,1
1964,Finland,0.625248731971,CLIO,1
1965,Finland,0.511340348155,CLIO,1
1966,Finland,0.438425374742,CLIO,1
1967,Finland,0.574956677991,CLIO,1
1968,Finland,0.606112803878,CLIO,1
1969,Finland,0.535012199943,CLIO,1
1970,Finland,0.633,CLIO,1
1971,Finland,0.544,CLIO,1
1972,Finland,0.548,CLIO,1
1973,Finland,0.615,CLIO,1
1974,Finland,0.645,CLIO,1
1975,Finland,0.69,CLIO,1
1976,Finland,0.82,CLIO,1
1977,Finland,0.852,CLIO,1
1978,Finland,0.905,CLIO,1
1979,Finland,0.881,CLIO,1
1980,Finland,1.301,CLIO,1
1981,Finland,0.992,CLIO,1
1982,Finland,0.8,CLIO,1
1983,Finland,0.9,CLIO,1
1984,Finland,1.1,CLIO,1
1985,Finland,0.9,CLIO,1
1986,Finland,1.2,CLIO,1
1987,Finland,0.7,CLIO,1
1988,Finland,0.6,CLIO,1
1989,Finland,1.8,CLIO,1
1990,Finland,1.5,CLIO,1
1991,Finland,1.818,CLIO,1
1992,Finland,1.663,CLIO,1
1993,Finland,1.304,CLIO,1
1994,Finland,1.38,CLIO,1
1995,Finland,1.5,CLIO,1
1996,Finland,1.67,CLIO,1
1997,Finland,1.9,CLIO,1
1998,Finland,2.37,CLIO,1
1999,Finland,2.77,CLIO,1
2000,Finland,1.6,CLIO,1
2001,Finland,1.7,CLIO,1
2002,Finland,1.3,CLIO,1
2003,Finland,1,CLIO,1
2004,Finland,1.3,CLIO,1
2005,Finland,1.3,CLIO,1
2006,Finland,5.292,CLIO,1
2007,Finland,4.621,CLIO,1
2008,Finland,4.148,CLIO,1
2009,Finland,5.749,CLIO,1
2010,Finland,7.628,CLIO,1
2011,Finland,8.461,CLIO,1
2012,Finland,10.814,CLIO,1
1883,France,0.1,CLIO,1
1889,France,0.4,CLIO,1
1890,France,0.2,CLIO,1
1891,France,0.2,CLIO,1
1892,France,0.2,CLIO,1
1893,France,0.3,CLIO,1
1894,France,0.4,CLIO,1
1895,France,0.4,CLIO,1
1896,France,0.3,CLIO,1
1897,France,0.3,CLIO,1
1898,France,0.3,CLIO,1
1899,France,0.3,CLIO,1
1900,France,0.2,CLIO,1
1901,France,0.1,CLIO,1
1909,France,0.1,CLIO,1
1910,France,0.1,CLIO,1
1911,France,2.7,CLIO,1
1912,France,2.8,CLIO,1
1913,France,2.1,CLIO,1
1914,France,1.3,CLIO,1
1915,France,0.2,CLIO,1
1916,France,0.2,CLIO,1
1917,France,0.2,CLIO,1
1919,France,0.1,CLIO,1
1921,France,0.3,CLIO,1
1922,France,0.5,CLIO,1
1923,France,0.5,CLIO,1
1924,France,0.5,CLIO,1
1925,France,0.7,CLIO,1
1926,France,1.1,CLIO,1
1927,France,1.1,CLIO,1
1928,France,1.4,CLIO,1
1929,France,1.6,CLIO,1
1930,France,1.3,CLIO,1
1931,France,2.1,CLIO,1
1932,France,2.9,CLIO,1
1933,France,2.9,CLIO,1
1934,France,3.2,CLIO,1
1935,France,2.8,CLIO,1
1936,France,2.7,CLIO,1
1937,France,2.1,CLIO,1
1938,France,2.7,CLIO,1
1939,France,2.1,CLIO,1
1940,France,2.5,CLIO,1
1941,France,1.9,CLIO,1
1942,France,1.4,CLIO,1
1943,France,1.1,CLIO,1
1944,France,0.7,CLIO,1
1945,France,1.2,CLIO,1
1946,France,1.5,CLIO,1
1947,France,1,CLIO,1
1948,France,1.1,CLIO,1
1949,France,1.5,CLIO,1
1950,France,2,CLIO,1
1951,France,2.1,CLIO,1
1952,France,1.8,CLIO,1
1953,France,1.2,CLIO,1
1954,France,0.4,CLIO,1
1955,France,1,CLIO,1
1956,France,1.1,CLIO,1
1957,France,1,CLIO,1
1958,France,1,CLIO,1
1959,France,1.4,CLIO,1
1960,France,1.2,CLIO,1
1961,France,1.4,CLIO,1
1962,France,1.4,CLIO,1
1963,France,1.5,CLIO,1
1964,France,1.7,CLIO,1
1965,France,1.8,CLIO,1
1966,France,1.9,CLIO,1
1967,France,2,CLIO,1
1968,France,1.8,CLIO,1
1969,France,1.5,CLIO,1
1970,France,1.8,CLIO,1
1971,France,1.8,CLIO,1
1972,France,1.7,CLIO,1
1973,France,1.7,CLIO,1
1974,France,1.3,CLIO,1
1975,France,1.556,CLIO,1
1976,France,1.898,CLIO,1
1977,France,1.569,CLIO,1
1978,France,1.855,CLIO,1
1979,France,1.263,CLIO,1
1980,France,1.163,CLIO,1
1981,France,1.131,CLIO,1
1982,France,2.2,CLIO,1
1983,France,2.8,CLIO,1
1984,France,2.5,CLIO,1
1985,France,2.8,CLIO,1
1986,France,2.4,CLIO,1
1987,France,2.2,CLIO,1
1988,France,2.5,CLIO,1
1989,France,3.3,CLIO,1
1990,France,4.2,CLIO,1
1991,France,4.6,CLIO,1
1992,France,2.907,CLIO,1
1993,France,2.155,CLIO,1
1994,France,4.009,CLIO,1
1995,France,4.6,CLIO,1
1996,France,5.671,CLIO,1
1997,France,4.953,CLIO,1
1998,France,3.793,CLIO,1
1999,France,3.567,CLIO,1
2000,France,2.643,CLIO,1
2001,France,2.512,CLIO,1
2002,France,1.724,CLIO,1
2003,France,1.47,CLIO,1
2004,France,1.5,CLIO,1
1955,Gabon,0.970404175713,CLIO,1
1956,Gabon,1.03730905023,CLIO,1
1957,Gabon,0.58967008048,CLIO,1
1958,Gabon,0.43091275112,CLIO,1
1959,Gabon,0.5,CLIO,1
1960,Gabon,0.5,CLIO,1
1961,Gabon,0.5,CLIO,1
1962,Gabon,0.5,CLIO,1
1963,Gabon,1.1,CLIO,1
1964,Gabon,1.3,CLIO,1
1965,Gabon,1.2,CLIO,1
1966,Gabon,1.1,CLIO,1
1967,Gabon,0.7,CLIO,1
1968,Gabon,0.5,CLIO,1
1969,Gabon,0.4,CLIO,1
1970,Gabon,0.5,CLIO,1
1971,Gabon,0.4,CLIO,1
1972,Gabon,0.4,CLIO,1
1973,Gabon,0.3,CLIO,1
1974,Gabon,0.2,CLIO,1
1975,Gabon,0.13,CLIO,1
1976,Gabon,0.096,CLIO,1
1977,Gabon,0.073,CLIO,1
1978,Gabon,0.03,CLIO,1
1979,Gabon,0.03,CLIO,1
1980,Gabon,0.02,CLIO,1
1981,Gabon,0.02,CLIO,1
1982,Gabon,0.02,CLIO,1
1983,Gabon,0.02,CLIO,1
1984,Gabon,0.041,CLIO,1
1985,Gabon,0.031,CLIO,1
1986,Gabon,0.063,CLIO,1
1987,Gabon,0.1,CLIO,1
1988,Gabon,0.1,CLIO,1
1989,Gabon,0.1,CLIO,1
1990,Gabon,0.2,CLIO,1
1991,Gabon,0.2,CLIO,1
1992,Gabon,0.07,CLIO,1
1993,Gabon,0.12,CLIO,1
1994,Gabon,0.075,CLIO,1
1995,Gabon,0.1,CLIO,1
1996,Gabon,0.1,CLIO,1
1997,Gabon,0.1,CLIO,1
1998,Gabon,0.1,CLIO,1
1999,Gabon,0.1,CLIO,1
2000,Gabon,0.1,CLIO,1
2001,Gabon,0.1,CLIO,1
2002,Gabon,0.1,CLIO,1
2003,Gabon,0.1,CLIO,1
2004,Gabon,0.1,CLIO,1
2005,Gabon,0.3,CLIO,1
2006,Gabon,0.3,CLIO,1
2007,Gabon,0.3,CLIO,1
2008,Gabon,0.3,CLIO,1
2009,Gabon,0.3,CLIO,1
2010,Gabon,0.3,CLIO,1
2011,Gabon,0.3,CLIO,1
2012,Gabon,0.68,CLIO,1
1922,Georgia,0.0279352226721,CLIO,1
1923,Georgia,0.0412955465587,CLIO,1
1924,Georgia,0.108097165992,CLIO,1
1925,Georgia,0.138461538462,CLIO,1
1926,Georgia,0.151214574899,CLIO,1
1927,Georgia,0.136639676113,CLIO,1
1928,Georgia,0.207692307692,CLIO,1
1929,Georgia,0.207692307692,CLIO,1
1930,Georgia,0.246881879304,CLIO,1
1931,Georgia,0.294571056827,CLIO,1
1932,Georgia,0.34260456054,CLIO,1
1933,Georgia,0.430407739372,CLIO,1
1934,Georgia,0.637003454271,CLIO,1
1935,Georgia,0.77473393087,CLIO,1
1936,Georgia,0.946897026619,CLIO,1
1937,Georgia,0.860815478745,CLIO,1
1938,Georgia,0.91246440747,CLIO,1
1939,Georgia,0.826382859595,CLIO,1
1940,Georgia,1.06741119364,CLIO,1
1970,Georgia,2.10546558704,CLIO,1
1971,Georgia,2.18502024291,CLIO,1
1972,Georgia,2.30101214575,CLIO,1
1973,Georgia,2.41821862348,CLIO,1
1974,Georgia,2.5548582996,CLIO,1
1975,Georgia,2.47712550607,CLIO,1
1976,Georgia,2.69392712551,CLIO,1
1977,Georgia,1.51821862348,CLIO,1
1978,Georgia,1.51821862348,CLIO,1
1979,Georgia,1.54858299595,CLIO,1
1980,Georgia,1.57894736842,CLIO,1
1981,Georgia,1.60931174089,CLIO,1
1982,Georgia,1.61538461538,CLIO,1
1983,Georgia,1.62753036437,CLIO,1
1984,Georgia,1.63360323887,CLIO,1
1985,Georgia,1.63967611336,CLIO,1
1986,Georgia,1.67004048583,CLIO,1
1987,Georgia,1.57894736842,CLIO,1
1988,Georgia,1.68582995951,CLIO,1
1989,Georgia,1.84615384615,CLIO,1
1990,Georgia,1.83400809717,CLIO,1
1991,Georgia,1.45748987854,CLIO,1
1992,Georgia,1.5,CLIO,1
1993,Georgia,1,CLIO,1
1994,Georgia,1,CLIO,1
1995,Georgia,0.5,CLIO,1
1996,Georgia,0.5,CLIO,1
1997,Georgia,0.7,CLIO,1
1998,Georgia,0.7,CLIO,1
1999,Georgia,2,CLIO,1
2000,Georgia,2,CLIO,1
2001,Georgia,2,CLIO,1
2002,Georgia,2,CLIO,1
2003,Georgia,2,CLIO,1
2004,Georgia,2,CLIO,1
2005,Georgia,1.62,CLIO,1
2006,Georgia,2.4,CLIO,1
2007,Georgia,3.1,CLIO,1
2008,Georgia,3.1,CLIO,1
2009,Georgia,3.1,CLIO,1
2010,Georgia,3.1,CLIO,1
2011,Georgia,3.1,CLIO,1
2012,Georgia,3.1,CLIO,1
1913,Germany,35.272476641,CLIO,1
1914,Germany,20.8717693919,CLIO,1
1915,Germany,5.65091043952,CLIO,1
1921,Germany,0.127601203473,CLIO,1
1922,Germany,0.154022959002,CLIO,1
1923,Germany,0.180033646447,CLIO,1
1924,Germany,0.206044333891,CLIO,1
1925,Germany,0.165504515858,CLIO,1
1926,Germany,0.164909175873,CLIO,1
1927,Germany,0.164313835888,CLIO,1
1928,Germany,0.153994609479,CLIO,1
1929,Germany,0.165079273011,CLIO,1
1930,Germany,0.2,CLIO,1
1931,Germany,0.1,CLIO,1
1932,Germany,0.1,CLIO,1
1933,Germany,0.2,CLIO,1
1934,Germany,0.2,CLIO,1
1935,Germany,0.2,CLIO,1
1936,Germany,0.2,CLIO,1
1937,Germany,0.3,CLIO,1
1938,Germany,0.3,CLIO,1
1939,Germany,0.2,CLIO,1
1940,Germany,0.2,CLIO,1
1941,Germany,0.2,CLIO,1
1942,Germany,0.2,CLIO,1
1949,Germany,0.1,CLIO,1
1950,Germany,0.3,CLIO,1
1951,Germany,0.5,CLIO,1
1952,Germany,0.4,CLIO,1
1953,Germany,0.6,CLIO,1
1954,Germany,1.2,CLIO,1
1955,Germany,1.3,CLIO,1
1956,Germany,1.9,CLIO,1
1957,Germany,3.2,CLIO,1
1958,Germany,2.5,CLIO,1
1959,Germany,2.2,CLIO,1
1960,Germany,2.6,CLIO,1
1961,Germany,2.5,CLIO,1
1962,Germany,4.3,CLIO,1
1963,Germany,4,CLIO,1
1964,Germany,3.4,CLIO,1
1965,Germany,2.5,CLIO,1
1966,Germany,3.2,CLIO,1
1967,Germany,2.3,CLIO,1
1968,Germany,2.6,CLIO,1
1969,Germany,6,CLIO,1
1970,Germany,3.2,CLIO,1
1971,Germany,6.2,CLIO,1
1972,Germany,0.084,CLIO,1
1973,Germany,0.065,CLIO,1
1974,Germany,0.041,CLIO,1
1975,Germany,0.066,CLIO,1
1976,Germany,0.07,CLIO,1
1977,Germany,0.074,CLIO,1
1978,Germany,0.066,CLIO,1
1979,Germany,0.073,CLIO,1
1980,Germany,0.092,CLIO,1
1981,Germany,0.09,CLIO,1
1982,Germany,0.1,CLIO,1
1983,Germany,0.1,CLIO,1
1984,Germany,0.1,CLIO,1
1985,Germany,0.1,CLIO,1
1986,Germany,0.1,CLIO,1
1987,Germany,2.5,CLIO,1
1988,Germany,2.5,CLIO,1
1989,Germany,2.5,CLIO,1
1889,Ghana,1.2,CLIO,1
1890,Ghana,1,CLIO,1
1891,Ghana,1.3,CLIO,1
1892,Ghana,1.5,CLIO,1
1893,Ghana,0.9,CLIO,1
1894,Ghana,0.8,CLIO,1
1895,Ghana,1,CLIO,1
1896,Ghana,0.9,CLIO,1
1897,Ghana,0.7,CLIO,1
1898,Ghana,0.5,CLIO,1
1899,Ghana,0.4,CLIO,1
1900,Ghana,1.1,CLIO,1
1901,Ghana,0.9,CLIO,1
1902,Ghana,0.6,CLIO,1
1903,Ghana,1.9,CLIO,1
1904,Ghana,2.9,CLIO,1
1905,Ghana,5.2,CLIO,1
1906,Ghana,6.2,CLIO,1
1907,Ghana,8.5,CLIO,1
1908,Ghana,8.6,CLIO,1
1909,Ghana,7,CLIO,1
1910,Ghana,5.7,CLIO,1
1911,Ghana,7.9,CLIO,1
1912,Ghana,11,CLIO,1
1913,Ghana,12.1,CLIO,1
1914,Ghana,12.8,CLIO,1
1915,Ghana,12.6,CLIO,1
1916,Ghana,11.9,CLIO,1
1917,Ghana,11.3,CLIO,1
1918,Ghana,9.8,CLIO,1
1919,Ghana,9.2,CLIO,1
1920,Ghana,6.4,CLIO,1
1921,Ghana,6.3,CLIO,1
1922,Ghana,6.6,CLIO,1
1923,Ghana,6.2,CLIO,1
1924,Ghana,6.4,CLIO,1
1925,Ghana,6.2,CLIO,1
1926,Ghana,6.2,CLIO,1
1927,Ghana,5.3,CLIO,1
1928,Ghana,5.2,CLIO,1
1929,Ghana,6.5,CLIO,1
1930,Ghana,7.5,CLIO,1
1931,Ghana,8.1,CLIO,1
1932,Ghana,8.7,CLIO,1
1933,Ghana,9.5,CLIO,1
1934,Ghana,10.1,CLIO,1
1935,Ghana,11.2,CLIO,1
1936,Ghana,13.3,CLIO,1
1937,Ghana,17.4,CLIO,1
1938,Ghana,21,CLIO,1
1939,Ghana,24.3,CLIO,1
1940,Ghana,27.6,CLIO,1
1941,Ghana,27.7,CLIO,1
1942,Ghana,24.2,CLIO,1
1943,Ghana,17.6,CLIO,1
1944,Ghana,16.3,CLIO,1
1945,Ghana,16.8,CLIO,1
1946,Ghana,18.2,CLIO,1
1947,Ghana,17.4,CLIO,1
1948,Ghana,20.9,CLIO,1
1949,Ghana,21.1,CLIO,1
1950,Ghana,21.4,CLIO,1
1951,Ghana,21.7,CLIO,1
1952,Ghana,21.5,CLIO,1
1953,Ghana,22.7,CLIO,1
1954,Ghana,24.5,CLIO,1
1955,Ghana,21.4,CLIO,1
1956,Ghana,19.8,CLIO,1
1957,Ghana,24.6,CLIO,1
1958,Ghana,26.5,CLIO,1
1959,Ghana,28.4,CLIO,1
1960,Ghana,27.3,CLIO,1
1961,Ghana,25.9,CLIO,1
1962,Ghana,27.6,CLIO,1
1963,Ghana,28.6,CLIO,1
1964,Ghana,26.9,CLIO,1
1965,Ghana,23.5,CLIO,1
1966,Ghana,21.3,CLIO,1
1967,Ghana,23.7,CLIO,1
1968,Ghana,22.6,CLIO,1
1969,Ghana,22,CLIO,1
1970,Ghana,21.9,CLIO,1
1971,Ghana,21.7,CLIO,1
1972,Ghana,22.5,CLIO,1
1973,Ghana,22.7,CLIO,1
1974,Ghana,19.1,CLIO,1
1975,Ghana,16.3,CLIO,1
1976,Ghana,16.5,CLIO,1
1977,Ghana,15,CLIO,1
1978,Ghana,12.5,CLIO,1
1979,Ghana,11.1,CLIO,1
1980,Ghana,11,CLIO,1
1981,Ghana,10.6,CLIO,1
1982,Ghana,10.3,CLIO,1
1983,Ghana,8.6,CLIO,1
1984,Ghana,8.9,CLIO,1
1985,Ghana,9.3,CLIO,1
1986,Ghana,8.9,CLIO,1
1987,Ghana,10.2,CLIO,1
1988,Ghana,11.6,CLIO,1
1989,Ghana,13.3,CLIO,1
1990,Ghana,16.8,CLIO,1
1991,Ghana,26.3,CLIO,1
1992,Ghana,31,CLIO,1
1993,Ghana,39.2,CLIO,1
1994,Ghana,44.505,CLIO,1
1995,Ghana,53.1,CLIO,1
1996,Ghana,49.2,CLIO,1
1997,Ghana,53.6,CLIO,1
1998,Ghana,71.9,CLIO,1
1999,Ghana,79.2,CLIO,1
2000,Ghana,73.6,CLIO,1
2001,Ghana,70.1,CLIO,1
2002,Ghana,65.6,CLIO,1
2003,Ghana,69.6,CLIO,1
2004,Ghana,63.1,CLIO,1
2005,Ghana,66.852,CLIO,1
2006,Ghana,72.323,CLIO,1
2007,Ghana,83.558,CLIO,1
2008,Ghana,80.503,CLIO,1
2009,Ghana,91.143,CLIO,1
2010,Ghana,92.38,CLIO,1
2011,Ghana,90.959,CLIO,1
2012,Ghana,98.489,CLIO,1
1921,Greece,0.0136644701342,CLIO,1
1924,Greece,0.01133980924,CLIO,1
1955,Greece,0.18866607623,CLIO,1
1956,Greece,0.0993367289424,CLIO,1
1957,Greece,0.223309193459,CLIO,1
1958,Greece,0.196745690314,CLIO,1
1959,Greece,0.134093244263,CLIO,1
1960,Greece,0.136729749911,CLIO,1
1930,Guatemala,0.405596626992,CLIO,1
1931,Guatemala,0.394030021567,CLIO,1
1932,Guatemala,0.270199304666,CLIO,1
1933,Guatemala,0.210325111879,CLIO,1
1934,Guatemala,0.21262142325,CLIO,1
1935,Guatemala,0.119464890343,CLIO,1
1936,Guatemala,0.0517095301344,CLIO,1
1937,Guatemala,0.118784501789,CLIO,1
1938,Guatemala,0.155610532296,CLIO,1
1939,Guatemala,0.1413790717,CLIO,1
1940,Guatemala,0.126070329226,CLIO,1
1941,Guatemala,0.072574779136,CLIO,1
1942,Guatemala,0.0206668023399,CLIO,1
1943,Guatemala,0.0115949549479,CLIO,1
1944,Guatemala,0.0036570884799,CLIO,1
1945,Guatemala,0.001700971386,CLIO,1
1946,Guatemala,9.071847392e-4,CLIO,1
1947,Guatemala,5.2446617735e-4,CLIO,1
1948,Guatemala,3.33106896425e-4,CLIO,1
1949,Guatemala,1.417476155e-4,CLIO,1
1950,Guatemala,0.0112547606707,CLIO,1
1951,Guatemala,1.984466617e-4,CLIO,1
1952,Guatemala,1.133980924e-4,CLIO,1
1953,Guatemala,8.50485693e-5,CLIO,1
1954,Guatemala,0.00429495274965,CLIO,1
1955,Guatemala,0.00850485693,CLIO,1
1956,Guatemala,0.010205828316,CLIO,1
1957,Guatemala,0.010205828316,CLIO,1
1958,Guatemala,0.010489323547,CLIO,1
1962,Guatemala,2.267961848e-4,CLIO,1
1997,Guatemala,0.1,CLIO,1
1998,Guatemala,0.1,CLIO,1
1999,Guatemala,4.5,CLIO,1
2000,Guatemala,4.5,CLIO,1
2001,Guatemala,4.5,CLIO,1
2002,Guatemala,4.5,CLIO,1
2003,Guatemala,4.6,CLIO,1
2004,Guatemala,5,CLIO,1
2005,Guatemala,0.741,CLIO,1
2006,Guatemala,5.036,CLIO,1
2007,Guatemala,7.1,CLIO,1
2008,Guatemala,7.448,CLIO,1
2009,Guatemala,8.484,CLIO,1
2010,Guatemala,9.213,CLIO,1
2011,Guatemala,11.898,CLIO,1
2012,Guatemala,6.473,CLIO,1
1921,Guinea,0.235102595068,CLIO,1
1970,Guinea,0.12,CLIO,1
1971,Guinea,0.12,CLIO,1
1972,Guinea,0.12,CLIO,1
1973,Guinea,0.12,CLIO,1
1974,Guinea,0.12,CLIO,1
1987,Guinea,0.074,CLIO,1
1988,Guinea,1.3,CLIO,1
1989,Guinea,2.053,CLIO,1
1990,Guinea,6.34,CLIO,1
1991,Guinea,4.453,CLIO,1
1992,Guinea,2.113,CLIO,1
1993,Guinea,2.1,CLIO,1
1994,Guinea,5.617,CLIO,1
1995,Guinea,7.9,CLIO,1
1996,Guinea,6.8,CLIO,1
1997,Guinea,7.1,CLIO,1
1998,Guinea,7.8,CLIO,1
1999,Guinea,12,CLIO,1
2000,Guinea,13.1,CLIO,1
2001,Guinea,16.3,CLIO,1
2002,Guinea,16.7,CLIO,1
2003,Guinea,16.2,CLIO,1
2004,Guinea,16,CLIO,1
2005,Guinea,25.097,CLIO,1
2006,Guinea,16.922,CLIO,1
2007,Guinea,15.465,CLIO,1
