year,country,production_tonnes,source,source_priority
1959,South Korea,2,CLIO,1
1960,South Korea,2,CLIO,1
1961,South Korea,2.6,CLIO,1
1962,South Korea,2.3,CLIO,1
1963,South Korea,2.8,CLIO,1
1964,South Korea,2.4,CLIO,1
1965,South Korea,2,CLIO,1
1966,South Korea,1.9,CLIO,1
1967,South Korea,2,CLIO,1
1968,South Korea,1.9,CLIO,1
1969,South Korea,1.6,CLIO,1
1970,South Korea,1.6,CLIO,1
1971,South Korea,0.9,CLIO,1
1972,South Korea,0.5,CLIO,1
1973,South Korea,0.4,CLIO,1
1974,South Korea,0.7,CLIO,1
1975,South Korea,0.4,CLIO,1
1976,South Korea,0.5,CLIO,1
1977,South Korea,0.6,CLIO,1
1978,South Korea,0.8,CLIO,1
1979,South Korea,0.7,CLIO,1
1980,South Korea,1.3,CLIO,1
1981,South Korea,1.3,CLIO,1
1982,South Korea,1.7,CLIO,1
1983,South Korea,2.2,CLIO,1
1984,South Korea,2.5,CLIO,1
1985,South Korea,2.4,CLIO,1
1986,South Korea,4.6,CLIO,1
1987,South Korea,7.6,CLIO,1
1988,South Korea,11.1,CLIO,1
1989,South Korea,14.3,CLIO,1
1990,South Korea,20.8,CLIO,1
1991,South Korea,20.8,CLIO,1
1992,South Korea,23.3,CLIO,1
1993,South Korea,10.433,CLIO,1
1994,South Korea,9.55,CLIO,1
1995,South Korea,13.4,CLIO,1
1996,South Korea,14.1,CLIO,1
1997,South Korea,14.9,CLIO,1
1998,South Korea,22.8,CLIO,1
1999,South Korea,25.7,CLIO,1
2001,South Korea,0.2,CLIO,1
2002,South Korea,0.3,CLIO,1
2003,South Korea,0.7,CLIO,1
2004,South Korea,0.7,CLIO,1
2005,South Korea,0.26,CLIO,1
2006,South Korea,0.277,CLIO,1
2007,South Korea,0.162,CLIO,1
2008,South Korea,0.175,CLIO,1
2009,South Korea,0.274,CLIO,1
2010,South Korea,0.235,CLIO,1
2011,South Korea,0.209,CLIO,1
2012,South Korea,0.336,CLIO,1
1921,Spain,0.0039972827571,CLIO,1
1922,Spain,0.0441402074667,CLIO,1
1923,Spain,0.141265673607,CLIO,1
1924,Spain,0.059250503279,CLIO,1
1933,Spain,0.21874492024,CLIO,1
1934,Spain,0.215342977468,CLIO,1
1935,Spain,0.10772818778,CLIO,1
1936,Spain,0.1133980924,CLIO,1
1937,Spain,0.056982541431,CLIO,1
1938,Spain,5.66990462e-4,CLIO,1
1939,Spain,5.66990462e-4,CLIO,1
1940,Spain,0.0283495231,CLIO,1
1955,Spain,0.29766999255,CLIO,1
1956,Spain,0.32885446796,CLIO,1
1957,Spain,0.33735932489,CLIO,1
1958,Spain,0.40256322802,CLIO,1
1959,Spain,0.43091275112,CLIO,1
1960,Spain,0.3968933234,CLIO,1
1961,Spain,0.23246608942,CLIO,1
1962,Spain,0.18994180477,CLIO,1
1963,Spain,0.4535923696,CLIO,1
1964,Spain,0.6803885544,CLIO,1
1965,Spain,0.23530104173,CLIO,1
1966,Spain,0.012757285395,CLIO,1
1967,Spain,0.0264217555292,CLIO,1
1971,Spain,4.748,CLIO,1
1972,Spain,5.629,CLIO,1
1973,Spain,5.864,CLIO,1
1974,Spain,4.14,CLIO,1
1975,Spain,3.361,CLIO,1
1976,Spain,3.963,CLIO,1
1977,Spain,0.293,CLIO,1
1978,Spain,0.344,CLIO,1
1979,Spain,0.352,CLIO,1
1980,Spain,0.535,CLIO,1
1981,Spain,2.1175,CLIO,1
1982,Spain,3.7,CLIO,1
1983,Spain,5.4,CLIO,1
1984,Spain,8.1,CLIO,1
1985,Spain,10.3,CLIO,1
1986,Spain,7.9,CLIO,1
1987,Spain,5.5,CLIO,1
1988,Spain,5.6,CLIO,1
1989,Spain,7.7,CLIO,1
1990,Spain,6.3,CLIO,1
1991,Spain,7.4,CLIO,1
1992,Spain,5.887,CLIO,1
1993,Spain,60.83,CLIO,1
1994,Spain,5.892,CLIO,1
1995,Spain,3.256,CLIO,1
1996,Spain,2.8,CLIO,1
1997,Spain,1.8,CLIO,1
1998,Spain,3.3,CLIO,1
1999,Spain,5,CLIO,1
2000,Spain,4.3,CLIO,1
2001,Spain,3.3,CLIO,1
2002,Spain,5.2,CLIO,1
2003,Spain,5.4,CLIO,1
2004,Spain,5.6,CLIO,1
2005,Spain,2.145,CLIO,1
2006,Spain,1.565,CLIO,1
2011,Spain,0.29,CLIO,1
2012,Spain,1.333,CLIO,1
1913,Suriname,0.645235145756,CLIO,1
1914,Suriname,0.690310887485,CLIO,1
1915,Suriname,0.615893389348,CLIO,1
1916,Suriname,0.60100988972,CLIO,1
1917,Suriname,0.610365232343,CLIO,1
1918,Suriname,0.441969065129,CLIO,1
1919,Suriname,0.496145003773,CLIO,1
1920,Suriname,0.358508069123,CLIO,1
1921,Suriname,0.267449400925,CLIO,1
1922,Suriname,0.284515813832,CLIO,1
1923,Suriname,0.30333989717,CLIO,1
1924,Suriname,0.29438144787,CLIO,1
1925,Suriname,0.281624162475,CLIO,1
1926,Suriname,0.236066478854,CLIO,1
1927,Suriname,0.21874492024,CLIO,1
1928,Suriname,0.155440435157,CLIO,1
1929,Suriname,0.100924302236,CLIO,1
1930,Suriname,0.13488703091,CLIO,1
1931,Suriname,0.130322757691,CLIO,1
1932,Suriname,0.254295222207,CLIO,1
1933,Suriname,0.351278940732,CLIO,1
1934,Suriname,0.33699078109,CLIO,1
1935,Suriname,0.321483591954,CLIO,1
1936,Suriname,0.40420750036,CLIO,1
1937,Suriname,0.361626516664,CLIO,1
1938,Suriname,0.401230800434,CLIO,1
1939,Suriname,0.419913136157,CLIO,1
1940,Suriname,0.451352757275,CLIO,1
1941,Suriname,0.356155058705,CLIO,1
1942,Suriname,0.223309193459,CLIO,1
1943,Suriname,0.1697285948,CLIO,1
1944,Suriname,0.161337135962,CLIO,1
1945,Suriname,0.16680859392,CLIO,1
1946,Suriname,0.131258291953,CLIO,1
1947,Suriname,0.116941782788,CLIO,1
1948,Suriname,0.118415957989,CLIO,1
1949,Suriname,0.107558090641,CLIO,1
1950,Suriname,0.128876932013,CLIO,1
1951,Suriname,0.184101803011,CLIO,1
1952,Suriname,0.17375422708,CLIO,1
1953,Suriname,0.183761608734,CLIO,1
1954,Suriname,0.19195462091,CLIO,1
1955,Suriname,0.204173265366,CLIO,1
1956,Suriname,0.190537144755,CLIO,1
1957,Suriname,0.18472549252,CLIO,1
1958,Suriname,0.12071226936,CLIO,1
1959,Suriname,0.165164321581,CLIO,1
1960,Suriname,0.139819847929,CLIO,1
1961,Suriname,0.116488190418,CLIO,1
1962,Suriname,0.0738221581524,CLIO,1
1963,Suriname,0.100584107959,CLIO,1
1964,Suriname,0.23411036176,CLIO,1
1965,Suriname,0.177723160314,CLIO,1
1966,Suriname,0.146255189673,CLIO,1
1967,Suriname,0.12757285395,CLIO,1
1968,Suriname,0.132959263339,CLIO,1
1969,Suriname,0.0674435154549,CLIO,1
1970,Suriname,0.036,CLIO,1
1971,Suriname,0.02,CLIO,1
1972,Suriname,0.017,CLIO,1
1973,Suriname,0.002,CLIO,1
1974,Suriname,0.01,CLIO,1
1975,Suriname,0.005,CLIO,1
1976,Suriname,0.001,CLIO,1
1995,Suriname,0.3,CLIO,1
1996,Suriname,0.3,CLIO,1
1997,Suriname,0.3,CLIO,1
1998,Suriname,0.3,CLIO,1
1999,Suriname,0.3,CLIO,1
2000,Suriname,0.3,CLIO,1
2004,Suriname,8.513,CLIO,1
2005,Suriname,10.619,CLIO,1
2006,Suriname,10.426,CLIO,1
2007,Suriname,8.585,CLIO,1
2008,Suriname,10.29,CLIO,1
2009,Suriname,12.8,CLIO,1
2010,Suriname,12.933,CLIO,1
2011,Suriname,11.975,CLIO,1
2012,Suriname,11.881,CLIO,1
1913,Swaziland,0.321029999584,CLIO,1
1914,Swaziland,0.263934060061,CLIO,1
1915,Swaziland,0.184186851581,CLIO,1
1916,Swaziland,0.131343340522,CLIO,1
1919,Swaziland,9.638837854e-4,CLIO,1
1920,Swaziland,0.0035720399106,CLIO,1
1921,Swaziland,0.0061801960358,CLIO,1
1922,Swaziland,0.0121052463637,CLIO,1
1923,Swaziland,0.0026365056483,CLIO,1
1924,Swaziland,0.0106594206856,CLIO,1
1925,Swaziland,0.0371095257379,CLIO,1
1926,Swaziland,0.042807779881,CLIO,1
1927,Swaziland,0.0321767087185,CLIO,1
1928,Swaziland,0.0098372845157,CLIO,1
1929,Swaziland,0.002551457079,CLIO,1
1932,Swaziland,0.0103475759315,CLIO,1
1933,Swaziland,0.017860199553,CLIO,1
1934,Swaziland,0.0107444692549,CLIO,1
1935,Swaziland,0.0089017502534,CLIO,1
1936,Swaziland,0.0078244683756,CLIO,1
1937,Swaziland,0.068322350671,CLIO,1
1938,Swaziland,0.0353235057826,CLIO,1
1939,Swaziland,0.0278675812073,CLIO,1
1940,Swaziland,0.030617484948,CLIO,1
1941,Swaziland,0.0152236939047,CLIO,1
1942,Swaziland,0.0300788440091,CLIO,1
1943,Swaziland,0.0738221581524,CLIO,1
1944,Swaziland,0.0620571060659,CLIO,1
1945,Swaziland,0.101576341267,CLIO,1
1946,Swaziland,0.139309556513,CLIO,1
1947,Swaziland,0.159806261715,CLIO,1
1948,Swaziland,0.088167016841,CLIO,1
1949,Swaziland,0.0805409951271,CLIO,1
1950,Swaziland,0.0508590444414,CLIO,1
1951,Swaziland,0.0091285464382,CLIO,1
1952,Swaziland,2.83495231e-5,CLIO,1
1956,Swaziland,0.0071440798212,CLIO,1
1957,Swaziland,1.984466617e-4,CLIO,1
1960,Swaziland,0.0228497156186,CLIO,1
1961,Swaziland,0.0375631181075,CLIO,1
1962,Swaziland,0.0627658441434,CLIO,1
1963,Swaziland,0.0593072023252,CLIO,1
1964,Swaziland,0.0589103090018,CLIO,1
1965,Swaziland,0.0458978778989,CLIO,1
1886,Sweden,0.1,CLIO,1
1887,Sweden,0.1,CLIO,1
1888,Sweden,0.1,CLIO,1
1889,Sweden,0.1,CLIO,1
1890,Sweden,0.1,CLIO,1
1891,Sweden,0.1,CLIO,1
1892,Sweden,0.1,CLIO,1
1893,Sweden,0.1,CLIO,1
1894,Sweden,0.1,CLIO,1
1895,Sweden,0.1,CLIO,1
1896,Sweden,0.1,CLIO,1
1897,Sweden,0.1,CLIO,1
1898,Sweden,0.1,CLIO,1
1899,Sweden,0.1,CLIO,1
1900,Sweden,0.1,CLIO,1
1901,Sweden,0.1,CLIO,1
1902,Sweden,0.1,CLIO,1
1903,Sweden,0.1,CLIO,1
1904,Sweden,0.1,CLIO,1
1905,Sweden,0.1,CLIO,1
1914,Sweden,0.1,CLIO,1
1925,Sweden,0.2,CLIO,1
1926,Sweden,0.5,CLIO,1
1927,Sweden,0.8,CLIO,1
1928,Sweden,0.9,CLIO,1
1929,Sweden,1.1,CLIO,1
1930,Sweden,1.1,CLIO,1
1931,Sweden,1.9,CLIO,1
1932,Sweden,4.3,CLIO,1
1933,Sweden,9,CLIO,1
1934,Sweden,7.7,CLIO,1
1935,Sweden,5.6,CLIO,1
1936,Sweden,4.9,CLIO,1
1937,Sweden,6,CLIO,1
1938,Sweden,7.3,CLIO,1
1939,Sweden,6.7,CLIO,1
1940,Sweden,6.8,CLIO,1
1941,Sweden,4.7,CLIO,1
1942,Sweden,5.4,CLIO,1
1943,Sweden,4.9,CLIO,1
1944,Sweden,3.5,CLIO,1
1945,Sweden,2.7,CLIO,1
1946,Sweden,2.8,CLIO,1
1947,Sweden,2.4,CLIO,1
1948,Sweden,2.2,CLIO,1
1949,Sweden,2.5,CLIO,1
1950,Sweden,2.5,CLIO,1
1951,Sweden,2.2,CLIO,1
1952,Sweden,2,CLIO,1
1953,Sweden,2.7,CLIO,1
1954,Sweden,3.4,CLIO,1
1955,Sweden,3.1,CLIO,1
1956,Sweden,3,CLIO,1
1957,Sweden,3,CLIO,1
1958,Sweden,4,CLIO,1
1959,Sweden,3.2,CLIO,1
1960,Sweden,2.9,CLIO,1
1961,Sweden,2.7,CLIO,1
1962,Sweden,4,CLIO,1
1963,Sweden,3.8,CLIO,1
1964,Sweden,3.7,CLIO,1
1965,Sweden,3.7,CLIO,1
1966,Sweden,2.5,CLIO,1
1967,Sweden,1.9,CLIO,1
1968,Sweden,1.5,CLIO,1
1969,Sweden,1.3,CLIO,1
1970,Sweden,1.4,CLIO,1
1971,Sweden,1.7,CLIO,1
1972,Sweden,1.8,CLIO,1
1973,Sweden,3.3,CLIO,1
1974,Sweden,2.126,CLIO,1
1975,Sweden,1.965,CLIO,1
1976,Sweden,1.934,CLIO,1
1977,Sweden,2.113,CLIO,1
1978,Sweden,2.373,CLIO,1
1979,Sweden,2.2,CLIO,1
1980,Sweden,2.2,CLIO,1
1981,Sweden,2.2,CLIO,1
1982,Sweden,2.5,CLIO,1
1983,Sweden,3.4,CLIO,1
1984,Sweden,4.4,CLIO,1
1985,Sweden,4.7,CLIO,1
1986,Sweden,4.2,CLIO,1
1987,Sweden,4.1,CLIO,1
1988,Sweden,3.6,CLIO,1
1989,Sweden,5.1,CLIO,1
1990,Sweden,6.3,CLIO,1
1991,Sweden,6.2,CLIO,1
1992,Sweden,6.164,CLIO,1
1993,Sweden,6.548,CLIO,1
1994,Sweden,6.364,CLIO,1
1995,Sweden,6.5,CLIO,1
1996,Sweden,6.145,CLIO,1
1997,Sweden,6.777,CLIO,1
1998,Sweden,5.944,CLIO,1
1999,Sweden,4.202,CLIO,1
2000,Sweden,3.57,CLIO,1
2001,Sweden,4.986,CLIO,1
2002,Sweden,5.757,CLIO,1
2003,Sweden,5.9,CLIO,1
2004,Sweden,6.564,CLIO,1
2005,Sweden,6.564,CLIO,1
2006,Sweden,6.848,CLIO,1
2007,Sweden,5.159,CLIO,1
2008,Sweden,4.953,CLIO,1
2009,Sweden,5.542,CLIO,1
2010,Sweden,6.285,CLIO,1
2011,Sweden,5.994,CLIO,1
2012,Sweden,6.015,CLIO,1
1922,Tajikistan,0.00931174089069,CLIO,1
1923,Tajikistan,0.0137651821862,CLIO,1
1924,Tajikistan,0.036032388664,CLIO,1
1925,Tajikistan,0.0461538461538,CLIO,1
1926,Tajikistan,0.0504048582996,CLIO,1
1927,Tajikistan,0.0455465587045,CLIO,1
1928,Tajikistan,0.0692307692308,CLIO,1
1929,Tajikistan,0.0692307692308,CLIO,1
1930,Tajikistan,0.082293959768,CLIO,1
1931,Tajikistan,0.0981903522755,CLIO,1
1932,Tajikistan,0.11420152018,CLIO,1
1933,Tajikistan,0.143469246457,CLIO,1
1934,Tajikistan,0.212334484757,CLIO,1
1935,Tajikistan,0.258244643623,CLIO,1
1936,Tajikistan,0.315632342206,CLIO,1
1937,Tajikistan,0.286938492915,CLIO,1
1938,Tajikistan,0.30415480249,CLIO,1
1939,Tajikistan,0.275460953198,CLIO,1
1940,Tajikistan,0.355803731215,CLIO,1
1970,Tajikistan,0.701821862348,CLIO,1
1971,Tajikistan,0.728340080972,CLIO,1
1972,Tajikistan,0.767004048583,CLIO,1
1973,Tajikistan,0.806072874494,CLIO,1
1974,Tajikistan,0.851619433198,CLIO,1
1975,Tajikistan,0.825708502024,CLIO,1
1976,Tajikistan,0.897975708502,CLIO,1
1977,Tajikistan,0.506072874494,CLIO,1
1978,Tajikistan,0.506072874494,CLIO,1
1979,Tajikistan,0.516194331984,CLIO,1
1980,Tajikistan,0.526315789474,CLIO,1
1981,Tajikistan,0.536437246964,CLIO,1
1982,Tajikistan,0.538461538462,CLIO,1
1983,Tajikistan,0.542510121457,CLIO,1
1984,Tajikistan,0.544534412955,CLIO,1
1985,Tajikistan,0.546558704453,CLIO,1
1986,Tajikistan,0.556680161943,CLIO,1
1987,Tajikistan,0.526315789474,CLIO,1
1988,Tajikistan,0.561943319838,CLIO,1
1989,Tajikistan,0.615384615385,CLIO,1
1990,Tajikistan,0.611336032389,CLIO,1
1991,Tajikistan,0.485829959514,CLIO,1
1992,Tajikistan,0.5,CLIO,1
1993,Tajikistan,0.4,CLIO,1
1994,Tajikistan,0.382,CLIO,1
1995,Tajikistan,1,CLIO,1
1996,Tajikistan,1.1,CLIO,1
1997,Tajikistan,2.6,CLIO,1
1998,Tajikistan,3,CLIO,1
1999,Tajikistan,2.7,CLIO,1
2000,Tajikistan,2.7,CLIO,1
2001,Tajikistan,2.7,CLIO,1
2002,Tajikistan,2.7,CLIO,1
2003,Tajikistan,2.7,CLIO,1
2004,Tajikistan,3,CLIO,1
2005,Tajikistan,1.927,CLIO,1
2006,Tajikistan,1.92,CLIO,1
2007,Tajikistan,1.92,CLIO,1
2008,Tajikistan,1.672,CLIO,1
2009,Tajikistan,1.361,CLIO,1
2010,Tajikistan,2.049,CLIO,1
2011,Tajikistan,2.24,CLIO,1
2012,Tajikistan,2.4,CLIO,1
1921,Tanzania,0.0091001969151,CLIO,1
1922,Tanzania,0.0106594206856,CLIO,1
1923,Tanzania,0.0553949681374,CLIO,1
1924,Tanzania,0.221012882088,CLIO,1
1925,Tanzania,0.286897173772,CLIO,1
1926,Tanzania,0.228383758094,CLIO,1
1927,Tanzania,0.270624547513,CLIO,1
1928,Tanzania,0.36324243948,CLIO,1
1929,Tanzania,0.25715852404,CLIO,1
1930,Tanzania,0.3,CLIO,1
1931,Tanzania,0.4,CLIO,1
1932,Tanzania,0.8,CLIO,1
1933,Tanzania,1,CLIO,1
1934,Tanzania,1.3,CLIO,1
1935,Tanzania,1.6,CLIO,1
1936,Tanzania,2.2,CLIO,1
1937,Tanzania,2.3,CLIO,1
1938,Tanzania,2.5,CLIO,1
1939,Tanzania,3.9,CLIO,1
1940,Tanzania,4.5,CLIO,1
1941,Tanzania,4.4,CLIO,1
1942,Tanzania,3.3,CLIO,1
1943,Tanzania,2.3,CLIO,1
1944,Tanzania,1.7,CLIO,1
1945,Tanzania,1.5,CLIO,1
1946,Tanzania,1.5,CLIO,1
1947,Tanzania,1.5,CLIO,1
1948,Tanzania,1.8,CLIO,1
1949,Tanzania,2.1,CLIO,1
1950,Tanzania,2.1,CLIO,1
1951,Tanzania,2,CLIO,1
1952,Tanzania,2.1,CLIO,1
1953,Tanzania,2.3,CLIO,1
1954,Tanzania,2.3,CLIO,1
1955,Tanzania,2.3,CLIO,1
1956,Tanzania,2.2,CLIO,1
1957,Tanzania,2,CLIO,1
1958,Tanzania,2.1,CLIO,1
1959,Tanzania,3,CLIO,1
1960,Tanzania,3.3,CLIO,1
1961,Tanzania,3.1,CLIO,1
1962,Tanzania,3.2,CLIO,1
1963,Tanzania,3.2,CLIO,1
1964,Tanzania,2.9,CLIO,1
1965,Tanzania,2.8,CLIO,1
1966,Tanzania,1.7,CLIO,1
1967,Tanzania,0.6,CLIO,1
1968,Tanzania,0.5,CLIO,1
1969,Tanzania,0.5,CLIO,1
1970,Tanzania,0.2,CLIO,1
1975,Tanzania,0.002,CLIO,1
1978,Tanzania,0.004,CLIO,1
1979,Tanzania,0.009,CLIO,1
1980,Tanzania,0.003,CLIO,1
1981,Tanzania,0.009,CLIO,1
1982,Tanzania,0.007,CLIO,1
1983,Tanzania,0.024,CLIO,1
1984,Tanzania,0.039,CLIO,1
1985,Tanzania,0.055,CLIO,1
1986,Tanzania,0.085,CLIO,1
1987,Tanzania,0.201,CLIO,1
1988,Tanzania,0.164,CLIO,1
1989,Tanzania,0.112,CLIO,1
1990,Tanzania,1.643,CLIO,1
1991,Tanzania,3.851,CLIO,1
1992,Tanzania,4.525,CLIO,1
1993,Tanzania,3.37,CLIO,1
1994,Tanzania,2.861,CLIO,1
1995,Tanzania,0.3,CLIO,1
1996,Tanzania,0.3,CLIO,1
1997,Tanzania,0.3,CLIO,1
1998,Tanzania,0.7,CLIO,1
1999,Tanzania,4.8,CLIO,1
2000,Tanzania,15.1,CLIO,1
2001,Tanzania,30.1,CLIO,1
2002,Tanzania,43.3,CLIO,1
2003,Tanzania,48,CLIO,1
2004,Tanzania,50,CLIO,1
2005,Tanzania,47.3,CLIO,1
2006,Tanzania,39.8,CLIO,1
2007,Tanzania,40.2,CLIO,1
2008,Tanzania,32.3,CLIO,1
2009,Tanzania,36.6,CLIO,1
2010,Tanzania,39.448,CLIO,1
2011,Tanzania,40.39,CLIO,1
2012,Tanzania,39.012,CLIO,1
1938,Thailand,0.389409049302,CLIO,1
1939,Thailand,0.360350788124,CLIO,1
1940,Thailand,0.360520885263,CLIO,1
1995,Thailand,0.1,CLIO,1
2001,Thailand,0.3,CLIO,1
2002,Thailand,5,CLIO,1
2003,Thailand,4.3,CLIO,1
2004,Thailand,4.5,CLIO,1
2005,Thailand,4.2,CLIO,1
2006,Thailand,3.5,CLIO,1
2007,Thailand,3.4,CLIO,1
2008,Thailand,2.7,CLIO,1
2009,Thailand,4.9,CLIO,1
2010,Thailand,4.1,CLIO,1
2011,Thailand,5.568,CLIO,1
2012,Thailand,9.245,CLIO,1
1506,Tierra Firme,0.62,TePaske,4
1516,Tierra Firme,0.465,TePaske,4
1526,Tierra Firme,0.31,TePaske,4
1536,Tierra Firme,0.155,TePaske,4
1546,Tierra Firme,0.078,TePaske,4
1913,Turkey,6.803885544e-4,CLIO,1
1914,Turkey,6.520390313e-4,CLIO,1
1915,Turkey,6.520390313e-4,CLIO,1
1927,Turkey,0.026932046945,CLIO,1
1931,Turkey,0.006236895082,CLIO,1
1949,Turkey,0.30333989717,CLIO,1
1995,Turkey,1.2,CLIO,1
1996,Turkey,1.2,CLIO,1
1997,Turkey,1,CLIO,1
1998,Turkey,1,CLIO,1
1999,Turkey,1.2,CLIO,1
2000,Turkey,1.2,CLIO,1
2001,Turkey,1.1,CLIO,1
2002,Turkey,5,CLIO,1
2003,Turkey,6.5,CLIO,1
2004,Turkey,4.5,CLIO,1
2005,Turkey,4.17,CLIO,1
2006,Turkey,8.04,CLIO,1
2007,Turkey,9.92,CLIO,1
2008,Turkey,11.016,CLIO,1
2009,Turkey,14.45,CLIO,1
2010,Turkey,16.4,CLIO,1
2011,Turkey,23.248,CLIO,1
2012,Turkey,27.884,CLIO,1
1931,Uganda,0.0020128161401,CLIO,1
1932,Uganda,0.0166128205366,CLIO,1
1933,Uganda,0.03401942772,CLIO,1
1934,Uganda,0.16561791395,CLIO,1
1935,Uganda,0.160458300746,CLIO,1
1936,Uganda,0.375092540136,CLIO,1
1937,Uganda,0.480439367976,CLIO,1
1938,Uganda,0.581221922596,CLIO,1
1939,Uganda,0.433209062491,CLIO,1
1940,Uganda,0.313545725486,CLIO,1
1941,Uganda,0.269462217065,CLIO,1
1942,Uganda,0.268413284711,CLIO,1
1943,Uganda,0.108295178242,CLIO,1
1944,Uganda,0.0735103133983,CLIO,1
1945,Uganda,0.0650054564683,CLIO,1
1946,Uganda,0.0616885622656,CLIO,1
1947,Uganda,0.0387254485546,CLIO,1
1948,Uganda,0.0328287477498,CLIO,1
1949,Uganda,0.0183704909688,CLIO,1
1950,Uganda,0.0144299072579,CLIO,1
1951,Uganda,0.0052163122504,CLIO,1
1952,Uganda,0.0047060208346,CLIO,1
1953,Uganda,0.0121619454099,CLIO,1
1954,Uganda,0.0129273825336,CLIO,1
1955,Uganda,0.0100357311774,CLIO,1
1956,Uganda,0.0067188369747,CLIO,1
1957,Uganda,0.0051596132042,CLIO,1
1958,Uganda,0.0078811674218000009,CLIO,1
1959,Uganda,0.0094687407154,CLIO,1
1960,Uganda,0.018427190015,CLIO,1
1961,Uganda,0.0108578673473,CLIO,1
1962,Uganda,0.006803885544,CLIO,1
1963,Uganda,0.01417476155,CLIO,1
1965,Uganda,0.01133980924,CLIO,1
1982,Uganda,0.215,CLIO,1
1983,Uganda,0.1085,CLIO,1
1984,Uganda,0.002,CLIO,1
1991,Uganda,0.776,CLIO,1
1992,Uganda,0.118,CLIO,1
1993,Uganda,0.104,CLIO,1
1994,Uganda,0.003,CLIO,1
1995,Uganda,0.0015,CLIO,1
2000,Uganda,0.1,CLIO,1
2004,Uganda,0.2,CLIO,1
2005,Uganda,1.5,CLIO,1
2006,Uganda,2.192,CLIO,1
2007,Uganda,2.543,CLIO,1
2008,Uganda,2.055,CLIO,1
2009,Uganda,0.931,CLIO,1
2010,Uganda,0.918,CLIO,1
2011,Uganda,0.163,CLIO,1
2012,Uganda,0.15,CLIO,1
1928,United Kingdom,0.0033735932489,CLIO,1
1929,United Kingdom,3.401942772e-4,CLIO,1
1932,United Kingdom,1.700971386e-4,CLIO,1
1933,United Kingdom,0.0016159228167,CLIO,1
1934,United Kingdom,0.0014458256781,CLIO,1
1935,United Kingdom,0.0041957294188,CLIO,1
1936,United Kingdom,2.83495231e-5,CLIO,1
1937,United Kingdom,0.001700971386,CLIO,1
1938,United Kingdom,0.0688326420868,CLIO,1
1939,United Kingdom,1.700971386e-4,CLIO,1
2008,United Kingdom,0.163,CLIO,1
2009,United Kingdom,0.187,CLIO,1
2010,United Kingdom,0.177,CLIO,1
2011,United Kingdom,0.202,CLIO,1
2012,United Kingdom,0.102,CLIO,1
1795,United States,0,Craig,5
1796,United States,0,Craig,5
1797,United States,0,Craig,5
1798,United States,0,Craig,5
1799,United States,0,Craig,5
1800,United States,0,Craig,5
1801,United States,0,Craig,5
1802,United States,0,Craig,5
1803,United States,0,Craig,5
1804,United States,0.0035458014911028376,Craig,5
1805,United States,0.0035458014911028376,Craig,5
1806,United States,0.0035458014911028376,Craig,5
1807,United States,0.0035458014911028376,Craig,5
1808,United States,0.0035458014911028376,Craig,5
1809,United States,0.0035458014911028376,Craig,5
1810,United States,0.0035458014911028376,Craig,5
1811,United States,0.0035458014911028376,Craig,5
1812,United States,0.0035458014911028376,Craig,5
1813,United States,0.0035458014911028376,Craig,5
1814,United States,0.0035458014911028376,Craig,5
1815,United States,0.0035458014911028376,Craig,5
1816,United States,0.0035458014911028376,Craig,5
1817,United States,0.0035458014911028376,Craig,5
1818,United States,0.0035458014911028376,Craig,5
1819,United States,0.0035458014911028376,Craig,5
1820,United States,0.0035458014911028376,Craig,5
1821,United States,0.0035458014911028376,Craig,5
1822,United States,0.0035458014911028376,Craig,5
1823,United States,0.0035458014911028376,Craig,5
1824,United States,0.007527052288130585,Craig,5
1825,United States,0.025567094962162563,Craig,5
1826,United States,0.03010820915252234,Craig,5
1827,United States,0.031601178201407745,Craig,5
1828,United States,0.06920533612020889,Craig,5
1829,United States,0.21066415350210105,Craig,5
1830,United States,0.701197796626512,Craig,5
1831,United States,0.781942539353731,Craig,5
1832,United States,1.020226620260212,Craig,5
1833,United States,1.013601570105783,Craig,5
1834,United States,1.351261403328699,Craig,5
1835,United States,1.0319837515201846,Craig,5
1836,United States,0.7027840762409527,Craig,5
1837,United States,0.42437645214567643,Craig,5
1838,United States,1.1064455828333442,Craig,5
1839,United States,1.0849530492337647,Craig,5
1840,United States,1.2389776894437756,Craig,5
1841,United States,1.2209998538134472,Craig,5
1842,United States,1.3136572454098978,Craig,5
1843,United States,1.2305486350219434,Craig,5
1844,United States,1.189771917874261,Craig,5
1845,United States,1.1385133138625285,Craig,5
1846,United States,1.0897429915989387,Craig,5
1847,United States,1.087721262678573,Craig,5
1848,United States,1.7566025001010863,Craig,5
1849,United States,16.72371052574283,Craig,5
1850,United States,63.19937046471772,Craig,5
1851,United States,115.27030515665288,Craig,5
1852,United States,125.94686896397279,Craig,5
1853,United States,106.06444027657251,Craig,5
1854,United States,108.55878721147596,Craig,5
1855,United States,87.63280426242663,Craig,5
1856,United States,90.62029753629004,Craig,5
1857,United States,69.45724354368645,Craig,5
1858,United States,78.79001079292208,Craig,5
1859,United States,77.65796701160473,Craig,5
1860,United States,75.64584907949127,Craig,5
1861,United States,75.0833729903237,Craig,5
1862,United States,74.34180282233358,Craig,5
1863,United States,74.21972149906534,Craig,5
1864,United States,86.43021769354944,Craig,5
1865,United States,79.13003449380574,Craig,5
1866,United States,87.76561630073373,Craig,5
